date,ST01,ST02,ST03,ST04,ST05,ST06,ST07,ST08,ST09,ST10,ST11,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30,ST31,ST32
2016-09-11,0.009681,0.011244,0.011523,0.009976,0.011913,0.011500,0.014590,0.024041,0.024068,0.023849,0.044939,0.049674,0.000000,0.033395,0.021057,0.026345,0.037994,0.044853,0.049013,0.052058,0.038336,0.032635,0.036647,0.033172,0.010285,0.012851,0.014381,0.025860,0.027084,0.033018,0.009294,0.009976
2016-09-23,0.005380,0.006671,0.007171,0.005633,0.007139,0.006740,0.009937,0.019754,0.019917,0.019052,0.040239,0.044729,0.000000,0.028317,0.017003,0.021860,0.033283,0.040327,0.044481,0.047615,0.033538,0.027506,0.031791,0.028507,0.005707,0.008823,0.010593,0.021412,0.022856,0.028742,0.004833,0.005633
2016-10-05,0.006296,0.007328,0.007988,0.006702,0.008167,0.007531,0.010712,0.020334,0.020866,0.019771,0.040942,0.045758,0.000000,0.028850,0.017968,0.022836,0.034122,0.040994,0.045657,0.048361,0.033978,0.028311,0.032341,0.029076,0.006568,0.008985,0.010608,0.021848,0.023123,0.028620,0.005824,0.006702
2016-10-17,0.000036,0.001626,0.001955,0.000999,0.002237,0.002062,0.005156,0.014902,0.014601,0.013931,0.034893,0.039307,0.000000,0.022786,0.011358,0.016569,0.028156,0.033802,0.039354,0.042074,0.027558,0.021893,0.026026,0.022658,0.000633,0.003668,0.004953,0.016064,0.017154,0.022567,0.000173,0.000999
2016-10-23,-0.001482,-0.000143,0.001848,0.000544,0.002489,0.002435,0.005693,0.015353,0.014798,0.014417,0.035444,0.039742,0.000000,0.023684,0.011450,0.017140,0.028467,0.034021,0.040127,0.043369,0.028382,0.022991,0.026660,0.023273,0.000435,0.003965,0.005010,0.016497,0.018082,0.023395,0.000155,0.000544
2016-10-29,0.007545,0.008695,0.010453,0.009485,0.009609,0.008903,0.011134,0.022991,0.023709,0.021972,0.042819,0.046766,0.000000,0.028869,0.019734,0.025203,0.036159,0.041758,0.047052,0.049902,0.034330,0.028173,0.031584,0.028579,0.007142,0.009178,0.010836,0.020852,0.021701,0.027789,0.007424,0.009485
2016-11-04,0.005493,0.007464,0.006372,0.005780,0.007005,0.006785,0.009798,0.018723,0.018681,0.017508,0.038473,0.043164,0.000000,0.027164,0.014686,0.020341,0.031489,0.037287,0.042725,0.046030,0.031972,0.026060,0.030376,0.027611,0.006355,0.009007,0.010646,0.020769,0.021772,0.028274,0.005343,0.005780
2016-11-10,0.002857,0.005241,0.005580,0.004430,0.006218,0.005904,0.008839,0.018861,0.018723,0.018161,0.038702,0.042902,0.000000,0.026887,0.015140,0.020985,0.032055,0.037626,0.042747,0.045430,0.031037,0.026124,0.029329,0.026444,0.004427,0.007436,0.008368,0.019256,0.020764,0.026743,0.003941,0.004430
2016-11-16,0.002667,0.004207,0.004499,0.003623,0.004726,0.004017,0.006835,0.016993,0.017245,0.016012,0.036633,0.041207,0.000000,0.024639,0.013650,0.019280,0.030179,0.035561,0.040351,0.043620,0.029075,0.023796,0.027596,0.025238,0.003169,0.005989,0.007591,0.017784,0.018868,0.025225,0.002475,0.003623
2016-11-22,0.004630,0.006666,0.006551,0.005604,0.006870,0.006447,0.009589,0.019366,0.019927,0.018567,0.039156,0.043397,0.000000,0.027390,0.015689,0.021412,0.032338,0.037855,0.042704,0.045422,0.031169,0.026255,0.030114,0.027393,0.005701,0.008424,0.009726,0.020523,0.021227,0.027504,0.004704,0.005604
2016-11-28,0.002416,0.004774,0.004307,0.003347,0.004205,0.003879,0.006814,0.016718,0.017438,0.015403,0.035990,0.040265,0.000000,0.024060,0.013061,0.018395,0.029065,0.034470,0.039291,0.042040,0.028164,0.023031,0.026884,0.024444,0.003050,0.005843,0.007523,0.017429,0.018162,0.024330,0.002493,0.003347
2016-12-10,0.002678,0.005664,0.004203,0.003361,0.004411,0.004061,0.007114,0.016352,0.017116,0.015550,0.035878,0.040144,0.000000,0.024696,0.012402,0.018349,0.029164,0.034141,0.038670,0.040760,0.027940,0.023389,0.027124,0.024738,0.003169,0.006019,0.007206,0.016891,0.018222,0.024387,0.002669,0.003361
2016-12-16,0.002037,0.004537,0.004155,0.003091,0.004399,0.004133,0.006650,0.016357,0.016870,0.014543,0.035109,0.039472,0.000000,0.023647,0.012624,0.017698,0.028110,0.033521,0.037710,0.039920,0.027188,0.022863,0.026249,0.024120,0.003063,0.005276,0.006582,0.016259,0.017191,0.023051,0.002490,0.003091
2016-12-22,0.001152,0.004227,0.002363,0.001622,0.002624,0.001980,0.005294,0.014639,0.015515,0.013972,0.033849,0.038026,0.000000,0.022690,0.011090,0.016655,0.027360,0.031867,0.036351,0.038096,0.025445,0.021258,0.024696,0.023078,0.001647,0.004726,0.006263,0.015257,0.016486,0.023189,0.000790,0.001622
2016-12-28,0.004906,0.007679,0.005590,0.004721,0.004799,0.004605,0.007356,0.016641,0.017805,0.015460,0.035397,0.039670,0.000000,0.024112,0.013218,0.018724,0.028592,0.033280,0.037516,0.039836,0.026946,0.022619,0.026313,0.024833,0.004423,0.006823,0.008991,0.017362,0.018339,0.024753,0.003567,0.004721
2017-01-03,-0.000863,0.002362,0.000852,-0.000230,0.000655,0.000271,0.003331,0.012915,0.013405,0.012158,0.031763,0.035860,0.000000,0.020449,0.009199,0.015071,0.025452,0.029874,0.033969,0.035477,0.023498,0.019195,0.022609,0.021168,-0.000203,0.002549,0.004206,0.013291,0.014554,0.021469,-0.001204,-0.000230
2017-01-09,0.003135,0.006790,0.004651,0.003581,0.004964,0.004226,0.007645,0.017152,0.018038,0.016838,0.036051,0.040466,0.000000,0.024988,0.013929,0.019452,0.029921,0.034201,0.038271,0.039767,0.027888,0.023761,0.027006,0.025793,0.003950,0.006815,0.007988,0.017879,0.018958,0.025583,0.002854,0.003581
2017-01-15,0.007467,0.010918,0.008469,0.007900,0.008359,0.008291,0.010957,0.020085,0.020712,0.019102,0.038732,0.043382,0.000000,0.027867,0.016647,0.021963,0.032325,0.037226,0.040902,0.043381,0.031329,0.026559,0.030014,0.028719,0.007573,0.010382,0.012178,0.021170,0.022210,0.028609,0.006628,0.007900
2017-01-21,0.004014,0.006815,0.006434,0.005251,0.006674,0.005791,0.008530,0.019259,0.019421,0.019145,0.037808,0.041772,0.000000,0.025815,0.015699,0.021396,0.032010,0.036029,0.039945,0.041175,0.029329,0.025036,0.027464,0.025821,0.004223,0.006841,0.008021,0.017547,0.018970,0.024750,0.004180,0.005251
2017-01-27,0.005840,0.009516,0.006723,0.006105,0.007151,0.006880,0.010021,0.018589,0.018976,0.017185,0.036531,0.041070,0.000000,0.026847,0.014380,0.019799,0.030101,0.034384,0.039062,0.039319,0.028518,0.025206,0.028830,0.027571,0.007167,0.009702,0.011007,0.019760,0.020401,0.027107,0.005676,0.006105
2017-02-02,-0.000466,0.003210,0.002167,0.001047,0.003154,0.002891,0.005254,0.014875,0.014610,0.013618,0.033161,0.037451,0.000000,0.022534,0.010651,0.016206,0.026632,0.030931,0.035459,0.036050,0.025055,0.021578,0.024534,0.022901,0.001137,0.004317,0.005751,0.014473,0.015970,0.023447,0.001027,0.001047
2017-02-08,0.007942,0.010981,0.010250,0.009173,0.010173,0.009485,0.012119,0.022485,0.023402,0.021792,0.040906,0.044591,0.000000,0.029174,0.019300,0.024925,0.034954,0.038735,0.043250,0.042651,0.032013,0.027926,0.030846,0.029782,0.008399,0.010951,0.012744,0.021094,0.022112,0.029047,0.007981,0.009173
2017-02-14,0.008520,0.013166,0.011418,0.010413,0.011661,0.011251,0.014114,0.023804,0.023775,0.022380,0.041679,0.045505,0.000000,0.030599,0.019795,0.025456,0.035385,0.039444,0.044420,0.042895,0.031817,0.029542,0.031921,0.031023,0.010391,0.013052,0.014135,0.022304,0.023981,0.030299,0.009813,0.010413
2017-02-20,0.012242,0.014988,0.014134,0.013340,0.014385,0.014102,0.016675,0.026618,0.026443,0.026109,0.044888,0.048361,0.000000,0.032822,0.022659,0.028427,0.039049,0.042342,0.047323,0.045346,0.034885,0.032163,0.033771,0.033048,0.012245,0.014462,0.015690,0.023821,0.024613,0.031482,0.012272,0.013340
2017-02-26,0.004276,0.007622,0.005769,0.005246,0.005854,0.005959,0.008576,0.017796,0.017323,0.016736,0.035718,0.039542,0.000000,0.024769,0.013532,0.019442,0.029735,0.033510,0.037935,0.037369,0.026148,0.023537,0.026014,0.025522,0.004758,0.007437,0.008903,0.016454,0.017796,0.024872,0.004323,0.005246
2017-03-04,0.002887,0.007432,0.006068,0.005322,0.008007,0.007638,0.010418,0.019451,0.017023,0.018736,0.037818,0.041210,0.000000,0.027437,0.013997,0.020049,0.031506,0.035005,0.040205,0.038169,0.028590,0.026263,0.028031,0.026958,0.005134,0.008529,0.008670,0.017685,0.019483,0.027071,0.005092,0.005322
2017-03-10,0.002606,0.006054,0.004144,0.003347,0.004315,0.004157,0.007158,0.016481,0.016397,0.015916,0.034364,0.037997,0.000000,0.023762,0.012911,0.018568,0.029013,0.032443,0.036619,0.034584,0.024884,0.022425,0.025152,0.024905,0.003271,0.006403,0.007692,0.015443,0.016539,0.024138,0.002453,0.003347
2017-03-16,0.001759,0.005629,0.003855,0.003281,0.004174,0.003741,0.006303,0.016022,0.015593,0.015270,0.033797,0.037278,0.000000,0.022627,0.011890,0.017647,0.028432,0.031734,0.035647,0.033990,0.024131,0.021663,0.023914,0.023317,0.002426,0.005023,0.005970,0.013969,0.015153,0.022498,0.002141,0.003281
2017-03-22,-0.004946,-0.001115,-0.002205,-0.003100,-0.001063,-0.001348,0.001413,0.010815,0.009307,0.010675,0.028912,0.032236,0.000000,0.018118,0.006457,0.012200,0.023474,0.026732,0.031036,0.028849,0.019510,0.017097,0.019137,0.018062,-0.003410,-0.000000,0.000608,0.009136,0.010445,0.017642,-0.003627,-0.003100
2017-03-28,0.004205,0.008709,0.007044,0.006478,0.007259,0.007166,0.009498,0.018975,0.017968,0.017689,0.036914,0.040299,0.000000,0.025753,0.014191,0.020047,0.030707,0.034530,0.038862,0.037149,0.027025,0.024860,0.026558,0.026193,0.005960,0.007759,0.009635,0.017013,0.018306,0.025195,0.005263,0.006478
2017-04-03,0.003756,0.007469,0.005980,0.005414,0.007037,0.006618,0.009469,0.018593,0.016940,0.018186,0.036517,0.039985,0.000000,0.026006,0.013862,0.019722,0.031047,0.034122,0.038582,0.036396,0.026946,0.024873,0.026789,0.026410,0.005020,0.008310,0.009108,0.017222,0.018410,0.026075,0.004598,0.005414
2017-04-09,0.001476,0.005190,0.003694,0.003218,0.003764,0.004035,0.006605,0.015509,0.014761,0.014515,0.033364,0.036845,0.000000,0.022757,0.011458,0.016838,0.027680,0.031124,0.035258,0.033804,0.024261,0.021567,0.023541,0.023256,0.002707,0.005110,0.006012,0.013921,0.014836,0.021976,0.002062,0.003218
2017-04-15,0.002774,0.006634,0.005540,0.004741,0.005579,0.005869,0.008333,0.017553,0.016088,0.016715,0.035376,0.038722,0.000000,0.024498,0.013157,0.018570,0.029792,0.032991,0.037444,0.035637,0.026217,0.023317,0.025013,0.024744,0.004365,0.007022,0.007800,0.015771,0.016814,0.024282,0.003851,0.004741
2017-04-27,-0.002162,0.002174,0.001134,0.000511,0.002018,0.001530,0.004214,0.013565,0.011886,0.012698,0.031362,0.034872,0.000000,0.020810,0.008916,0.014518,0.025717,0.029109,0.033414,0.031736,0.023385,0.019939,0.021228,0.021022,0.000012,0.002917,0.003388,0.012209,0.013627,0.020747,-0.000375,0.000511
2017-05-03,-0.002954,0.000160,-0.000436,-0.000632,0.000228,-0.000124,0.002276,0.011393,0.011190,0.010674,0.029662,0.033133,0.000000,0.018182,0.007409,0.012917,0.023753,0.027098,0.031244,0.029736,0.020064,0.017164,0.018698,0.018680,-0.001876,-0.000085,0.000329,0.008654,0.009136,0.015922,-0.001939,-0.000632
2017-05-09,0.002762,0.005442,0.005835,0.005452,0.005598,0.005869,0.007464,0.017125,0.016010,0.015481,0.034260,0.037617,0.000000,0.022894,0.012301,0.017708,0.028355,0.031724,0.035763,0.034164,0.024657,0.022025,0.023208,0.023361,0.003053,0.005144,0.006198,0.013522,0.014137,0.020491,0.004131,0.005452
2017-05-15,-0.000397,0.004294,0.002574,0.002112,0.002386,0.002239,0.005632,0.014585,0.015141,0.014213,0.032410,0.035467,0.000000,0.021770,0.011122,0.017003,0.027063,0.030041,0.033992,0.031994,0.022294,0.020116,0.022202,0.022979,0.002021,0.004579,0.005603,0.013326,0.013739,0.021559,0.000785,0.002112
2017-05-21,0.003474,0.006504,0.006711,0.006050,0.006882,0.006490,0.008789,0.019115,0.017553,0.017919,0.036440,0.039413,0.000000,0.024789,0.013812,0.019764,0.030393,0.033695,0.037830,0.036030,0.027049,0.024083,0.025305,0.025526,0.004681,0.006933,0.007988,0.015864,0.016335,0.023697,0.004670,0.006050
2017-05-27,0.001678,0.005875,0.004889,0.004587,0.005431,0.005577,0.008056,0.016752,0.015046,0.015858,0.034101,0.037476,0.000000,0.023957,0.011277,0.017410,0.028263,0.031389,0.035606,0.034039,0.025118,0.022745,0.023988,0.023812,0.003659,0.006271,0.007324,0.014413,0.015782,0.022887,0.003464,0.004587
2017-06-02,-0.000528,0.003687,0.002533,0.001905,0.003294,0.002992,0.006136,0.014696,0.012895,0.013880,0.032290,0.035461,0.000000,0.022003,0.009433,0.015344,0.026353,0.029372,0.033701,0.032318,0.023396,0.020671,0.021680,0.022229,0.001933,0.004341,0.005677,0.012840,0.014043,0.021389,0.001093,0.001905
2017-06-08,0.000111,0.003356,0.002466,0.001727,0.002344,0.002531,0.004713,0.014221,0.013012,0.012816,0.031742,0.035003,0.000000,0.020474,0.009328,0.015115,0.025567,0.029076,0.033136,0.031901,0.022511,0.019687,0.020936,0.021531,0.001545,0.003244,0.004968,0.012061,0.012800,0.019872,0.000585,0.001727
